text,sentiment 
BEAST,pos
otter box Samsung galaxy 3s,pos
Otterbox stills is the best hands down!,pos
A True Great Defender,pos
Excellent Protection,pos
Great!,pos
love it,pos
Great Alternative,pos
BEST CASE EVER.,pos
Its great!,pos
This is the best case on the market for the Samsung Galaxy S3,pos
Saved the phone,pos
Much better than the Commuter!,pos
Yeah! No More Cracked Screen!,pos
love it,pos
I like the Defender Series,pos
Works with extended battery... read on....,pos
Otterbox is the best.,pos
Great case not as bulky as I thought it would be..,pos
Great phone protection,pos
Great product for protecting your phone,pos
OTTERBOX RULES,pos
Best case on the market,pos
Nice!,pos
Heck Yes!,pos
Otterbox Defender Series for Samsung Galaxy S III,pos
Toddler Proof,pos
Happy to be back in an Otterbox,pos
great phone coffin,pos
Strong Case for a Light Phone,pos
One of the Best Cases for my Samsung Galaxy S3,pos
Almost perfect,pos
"Awesome product, awesome customer service",pos
Purchased as a gift,pos
Awesome case!,pos
Great color and Protection!!,pos
For the drop-prone user,pos
Otterbox delivers near perfection,pos
"So good, I bought two!",pos
Awesome Case,pos
Fits my Samsung Galaxy S3 perfectly.  I LOVE the color.  Verizon tried to sell me a BLACK one...YUCK!,pos
Fits great,pos
Great Product,pos
Awesome,pos
"The BEST case you can buy, period.",pos
Great product,pos
WOW,pos
Very protective,pos
Bought this tough case for my brother,pos
Great for your Samsung Galaxy III,pos
Exactly what I was looking for,pos
"Great product, lose the included screen protector",pos
So awesome!,pos
Love my case!,pos
bought for girlfriends galaxy and she loves it,pos
super strong,pos
"Color is accurate to images, lightweight, while being very durable",pos
Great,pos
Otterbox Case,pos
perfect fit,pos
LOVE!,pos
Not For Me But...,pos
Otter box case Samsung galaxy iii,pos
BUY IT,pos
Not as bulky as I feared,pos
otterbox case,pos
Finally needs replacing,pos
great case!,pos
Great Cover,pos
Nice and durable,pos
love this case,pos
great protection,pos
This case is so protective!!!! My ...,pos
Best case ever!,pos
Great case,pos
it's an Otter box,pos
Very Nice,pos
Works as advertised,pos
Love the case.,pos
SOOOOOO pretty,pos
Don't buy  anywhere else!,pos
Great Gift,pos
Awesome!,pos
I have been unsatisfied with OtterBox lately,pos
Great case.,pos
"Works Great, looks good",pos
Well protected.,pos
A reliable case,pos
Superb protection,pos
Great Price Great OtterBox,pos
Very good case,pos
Great color and protection!,pos
Looks very cool and snug!,pos
Finally found the right case,pos
Great case,pos
good product but will not buy again,pos
Otterbox cases are a must have!,pos
"It's ""Just Right""",pos
Commuter Case - excellent,pos
Great case,pos
good,pos
Like Popeye *after* his Spinach,pos
Nice,pos
Love It,pos
Amazing otterbox protector for samsung glaxy s3,pos
Love it!,pos
ADD TO CART,pos
Beautiful and durable with alot of style,pos
Quality product,pos
Great cover,pos
Nice!,pos
Well made and classy,pos
Wife loved it.,pos
Very nice.,pos
Useful value. Good gift item.,pos
love these minis & stuluses - great quality & price!,pos
BRILLIANT Styluses!!!,pos
Lovely,pos
nice,pos
Very good external battery pack,pos
High capacity but small and light,pos
Five Stars,pos
Great for charging my devices on the go.,pos
Great rechargeable battery pack,pos
charges my phone several times,pos
Quality Product,pos
Never owened one til now,pos
"""I Have The Power""",pos
A must have travel accessory,pos
hides my forgetfulness/laziness,pos
Love it!,pos
"Lots of Power, Little Package - Highly Recommeded",pos
Great for travel,pos
Needed,pos
Battery Back-up,pos
Excellent portable battery pack/charger/flashlight,pos
"Use it with Kindle HD 8.9""",pos
Love this accessory!,pos
From ipadrish,pos
Masterpiece,pos
A reliable high-capacity external battery pack,pos
Love it!,pos
Great portable power supply,pos
The best external charger I've used.,pos
Lots of power,pos
Can't go wrong,pos
Great external battery pack!,pos
Replacement works great so far.,pos
excellent power source,pos
awesome dont know where the bad reviews came from.,pos
AWESOME,pos
High-capacity energy bank with flashlight,pos
This thing is awesome.,pos
Great charger,pos
A lifesaver when travelling,pos
My PowerGen is Awesome,pos
Three charging ports!,pos
Worke Great!,pos
worth every penny,pos
Fantastic and super useful!!,pos
"Good power, nice design, a lot of charging tips (plugs)",pos
It does the job to back you up,pos
"Nice finish, lots of storage",pos
Great product! I use it all the time for all my electronics!,pos
Fantastic pack!,pos
Nice powerful unit,pos
Best value per milliamp storage,pos
Powergen 12000 mah battery pack,pos
Perfect for Portalling,pos
Awesome powerpack for Phones and tablets,pos
People are crazy!,pos
Great,pos
"Comfortable, sund good, no real complaints yet",pos
work great!,pos
Great,pos
You must buy it to to know what I mean,pos
Audio Cable,pos
Very Useful,pos
Does what it's supposed to,pos
Get one.,pos
Works perfect,pos
i bought two,pos
Works Great,pos
works,pos
works great,pos
Wonderful!,pos
#1 customer service,pos
awesome case good price right on time,pos
cover,pos
Phone Case,pos
Excellent Product,pos
Proclaimed Swagger,pos
Buy it if you have streaming apps on your phone or tablet,pos
Expert traveler tool.,pos
fits great. love TPU Cases,pos
Very Good Product,pos
TPU cases are much better than Silicone Cases,pos
"Yeah, I like it!",pos
great case,pos
Awesome case,pos
oh yea,pos
A snazzy safe case...you'll LOVE IT,pos
"love it, very cute, no problems",pos
Cruzerlite Case,pos
Good Case!!,pos
Very well made,pos
Great cover,pos
cool looking case,pos
Great Case For The Galaxy S III,pos
Cool cover,pos
Awesome case,pos
Always great cases,pos
Have not found a weakness yet,pos
Fits nicely and good protection,pos
Great,pos
"Simple, grippy, and does not add bulk",pos
Excellent,pos
Nice!!!,pos
Cute and Protective,pos
Great case for S3,pos
Cute!,pos
Tpu case rocks!,pos
Love these!,pos
Sleek Case,pos
Well made; with personality,pos
Awesome!,pos
Cool look and feel,pos
Wife loves it,pos
Great case,pos
Androidified!,pos
good case,pos
Perfect outfit for my Andy G SIII,pos
bought as a gift but he loves it.,pos
Cool Case,pos
Perfect case,pos
Nice case,pos
Looks Great with Pebble Blue,pos
Great Case with a easy installation!,pos
Great cover,pos
Great,pos
Nice and thin case. Better than silicone. I like the Andy logo,pos
I didn't like item,pos
Everyone asks me where I bought this case!,pos
nice case,pos
works as promised,pos
Great price,pos
Easy install with the 2 tab system.,pos
"Nicely made, good value.",pos
completely satisfied,pos
wonderful!,pos
Great but beware of the size,pos
Onite xtended battery for galaxy nexus,pos
I Guess I Needed a New Battery,pos
Form my phone ... it makes battery last at least 2-3 days ...,pos
amazonlover,pos
2 out of 3 ain't bad,pos
Lightweight and compact,pos
A Good deal for the Money,pos
pens,pos
nice,pos
Works well,pos
Nice,pos
Best Stylus ever,pos
Finally!,pos
Great Price!,pos
Perfect fit,pos
Nice Screen Guards,pos
"Good product, good people.",pos
HOT CHARGER !!!,pos
so far so good,pos
Great,pos
Good deal,pos
Well Worth the Extra $1.56,pos
Micro USB car charger,pos
Just A GOOD Product,pos
Awesome. No suprises,pos
Finally a battery that's as good as is claimed,pos
battery,pos
The real deal!!,pos
Great Product - Great Price,pos
good,pos
works fine,pos
"It works very good, I recommend it 100%",pos
plug it in,pos
Samsung USB car charger,pos
GREAT,pos
Universal OEM Micro USB Car Charger for the Motorola Atrix 4G Droid RAZR...,pos
Great Charger!!,pos
Good product,pos
Does what it's supposed to do,pos
Keep Me Connected While I Drive...,pos
stand by,pos
"Good Product, Good deal",pos
Works fine,pos
I bought this for my brother,pos
Charges my phone very quick,pos
Great quality at a low price,pos
Works fine so far,pos
now you can see the screen better,pos
Better than anything else out there,pos
"Great product, good quality!",pos
"So far, it's everything it promised",pos
Great Protection.,pos
Love It!,pos
OEM Samsung Micro - USB,pos
Data and power works.,pos
Raspberry pi POWER!!,pos
works great no problems,pos
Works great !!!,pos
Five Stars,pos
Why pay more?,pos
Excellent,pos
Works,pos
Appears to be genuine article!,pos
Great,pos
Samsung OEM Cable,pos
Why you should pick this OEM over other cables,pos
OEM,pos
samsung data cable,pos
Original & Good Quality,pos
The micro USB cable that works like OEM,pos
charger,pos
2 in 1 charger,pos
All-in-One Charger,pos
Dual Purpose,pos
all in one charger,pos
"Great product, but be aware of a design issue for some vehicles",pos
great for travel,pos
Impressed,pos
Great travel charger,pos
I like this a lot,pos
constant companion,pos
"Any Plug Type, One Charger",pos
RAVPower 8400mAh external battery charger,pos
POWERPOWERPOWER,pos
PB-13 14000mAh won't let you down,pos
Excellent,pos
Great Value on a Battery Pack,pos
"Great price, Quality, and Quantity. You can't go wrong!",pos
"Works great, charges my iDevices and everything.",pos
Good value for some extra power,pos
life saver,pos
Got it for a good price & promo code.,pos
packed with power for on  the go!,pos
Amazing Device and Capacity! !!,pos
Great extended battery backup for anything USB power based,pos
Works amazingly well!,pos
One power bank for all your devices,pos
RavPower is a great external battery charger,pos
Best battery I could ever have bought,pos
UPDATE: got a defective unit,pos
Awesome Balance of Power And Size That Looks Great And Performs Well Too...,pos
The deluxe charger powerhouse tech goodness,pos
Like it alot,pos
"Large Capacity, Multi-Capable, Charges My Samsung 10.1 Tablet Too!",pos
Excellent charger - great for travel,pos
finally. One that works.,pos
Lots of power on the go,pos
Great,pos
"Samsung Galaxy Note 3, Power Bank, Power pack",pos
Awesome.,pos
Must have,pos
Ideal travel companion,pos
Works great!,pos
Freaking amazing.,pos
http://www.amazon.com/gp/product/B00EHEEFWY/ref=cm_cr_ryp_prd_ttl_sol_2,pos
Good quality product,pos
ALOT OF POWER! HOLY COW,pos
A very good power bank,pos
Fantastic portable recharger!,pos
RAVPower,pos
This thing is a great!,pos
Good for Nexus 7,pos
Holds its charge a long time,pos
One of the best values for the highest capacity,pos
Love this charger,pos
amazing product,pos
Great Data/WiFi/Phone Tablet Detailed Review Below...,pos
Really nice and worth the bucks!,pos
"Good quality product, highly recommended!",pos
Double protection!,pos
Accomodates iPhones with battery cases perfectly,pos
Really Nice 4-1,pos
works well.,pos
great heavy duty charger,pos
Great price and works fine.,pos
great phone,pos
"Great, compact charger for mutliple devices",pos
Rectractable Bluetooth car charger,pos
"If you have the LG Tone/Tone+ Bluetooth Headset, this is a MUST HAVE for your vehicle!",pos
Excellent!!!,pos
Good for the price,pos
it was okay,pos
My son really likes this charger.UPDATED October/2013,pos
really cool charger,pos
Retractable cord charger,pos
Perfect.,pos
Great!!!,pos
It works!,pos
Great buy,pos
Samsung T679 Battery,pos
oem batter works as it should,pos
Perfect,pos
Great backup battery source,pos
Good battery,pos
Supper battery,pos
Good deal!,pos
Best Car Mount I've bought,pos
Great Quality!,pos
Eye Catching Case!!,pos
"Mint, Pearl and Lace PERFECT",pos
vintage look,pos
LOVE IT,pos
LOVE IT,pos
NIce,pos
For special occasions,pos
Nice Case,pos
Pretty case,pos
LOVE,pos
Really cute!,pos
Pearls and lace,pos
cute!!,pos
Love it,pos
fast and good,pos
Cute case!!!!!!!!!!,pos
GOOD PRODUCT,pos
Love it!!,pos
Love this,pos
Pretty case,pos
Lace and green,pos
Very pretty,pos
So pretty,pos
I loveee it!!!,pos
A wonderful case.,pos
Very Pretty,pos
Absolute love,pos
lace is so delicate and dressy.,pos
great buy,pos
sturdy!,pos
Awesome,pos
love it,pos
Fits beautifully,pos
Very Satisfied,pos
Great cord,pos
amazing i love it!,pos
iPhone 4s cover,pos
Great Product,pos
Black Aluminum Tpu Hard case with Chrome stand for ATA snd Verizon,pos
Awesome,pos
Cell stand for the desk,pos
So Handy!!!,pos
Nice stand,pos
6 ft usb cord for htc phone,pos
Perferct,pos
Good quality,pos
Nice,pos
Good Quality...,pos
Great,pos
Apple CERTIFIED? If so - yay!,pos
Fits my needs for a longer cord!,pos
RND is supierior,pos
Five Stars,pos
Great compact phone - beautiful build quality!!,pos
cell phone,pos
great stuff,pos
great value,pos
perfects,pos
Awesome,pos
Rugged. Tough. Durable.,pos
Excellent Protector case for Samsung Galaxy SII,pos
Great Case,pos
loved this case and the fit was perfect!,pos
phone case,pos
Sturdy durable,pos
I like it,pos
Great for what it is needed for.,pos
Very Durable!,pos
Great Case,pos
I  LOVE  THIS  CASE  THE  COOLNESS  FACTOR  IS  A  PLUS,pos
Awesome,pos
Good fit,pos
Works as expected,pos
So FAR It Is Great,pos
Great case,pos
Great pocket holder,pos
great,pos
Great product,pos
Perfect fit!,pos
cll phone case,pos
love it,pos
Phone holder for Samsung galaxy,pos
Great Solid Holster,pos
i like this for my phone,pos
Galaxy S III Perfect Case,pos
Too big but perfect if you get an extended battery,pos
Seems well made,pos
Perfect and Cheap,pos
Really works,pos
great addition to tablet,pos
Use it all the time on my Samsung phone,pos
Works GREAT,pos
Does as it promises.,pos
Works perfect for Galaxy S3,pos
perfect,pos
Amazing little adapter!,pos
Work!!,pos
Nice,pos
Amazed,pos
Works great,pos
Good working,pos
Cheap price with great functionality,pos
My favorite accessory,pos
Works Great!,pos
cheap,pos
great product,pos
Works well with my tablet. If you want to ...,pos
got to have,pos
A great OTG.,pos
Does the job,pos
usb otg adapter for galaxy s3,pos
Works like it's supposed to.,pos
Tight,pos
exactly what you think it is.,pos
Cheap & effective,pos
no problems with my otg cable,pos
Great price and product,pos
Well worth the money,pos
Works great with the Note II,pos
Works like a king for my Note 2,pos
"Works as advertised, good price",pos
Excellent for the price,pos
USB OTG,pos
This works great with Galaxy Note 2,pos
Its a cable,pos
very good,pos
Great Product for the Price,pos
Must Have,pos
Does what it's supposed to do.,pos
Works great on Nexus 10 with USB memory,pos
works,pos
Micro USB to USB 2.0 Adapter,pos
Works with Samsung Galaxy S4,pos
Perfect,pos
"Best thing for your phone since the charger, lol.",pos
turns your smartphone into a computer,pos
Awesome adapter,pos
Works,pos
USB OTG to USB 2.0 adapter.,pos
Works fine for android phone and tablet,pos
work great,pos
Works perfectly,pos
great,pos
Works perfectly on Galaxy S3,pos
Really good,pos
Great product at a great price.,pos
Micro USB OTG Adapter,pos
perfect as usual,pos
Very nice case,pos
Great case for the money.,pos
getts in the way of my leg when i ride my bike,pos
good value.,pos
Great cheap charger,pos
At your disposition .,pos
Snappy retract. Does what it says.,pos
Great Buy,pos
"feels cheap, but works well.",pos
For a friend,pos
no more tangled cables,pos
Good product,pos
Great little charger,pos
Great,pos
great sound,pos
headphones,pos
Great,pos
great protector that installed easily,pos
Great product!,pos
Screen Protector,pos
Perfect screen protectors,pos
"Great product, fits perfectly!",pos
Quality Screen Protector,pos
Good protector,pos
Great product,pos
Great product for the right price,pos
The Best,pos
Easy & Great,pos
Five Stars,pos
Green Panda!!,pos
Happy!,pos
my wife loves it,pos
Awesome,pos
I LOVE IT!!!!!!,pos
LOVEEEEEEEEEEEEEEEEEEEEEEEE IT,pos
Good,pos
"Fun, cute as can be!",pos
Panda silicone jelly skin case for Apple 4Gs phone,pos
Cute!!!,pos
Cute!,pos
Cute,pos
awesome,pos
A++,pos
Awesome!,pos
LOVE IT!!!!!!!!!,pos
I love it!,pos
Too Cute!,pos
for my daughter,pos
Panda!!,pos
Kawaii !,pos
Beyond words but too long arrival time,pos
Adorable,pos
great product,pos
Very cute case,pos
Fun Case,pos
iphone case,pos
Very Cute!,pos
perfect(:`,pos
cute!,pos
iPhone panda case,pos
Sooo Cute!,pos
love it,pos
LOVE IT,pos
57donn,pos
Cute case!,pos
Cute,pos
THIS WAS FOR A FRIEND,pos
SO CUTE!!!,pos
Very Cute!,pos
Very cute but took forever to ship.,pos
Fun,pos
so cute,pos
cute,pos
LOVED IT,pos
Great Case!,pos
Cute Looking Case!,pos
My daughter loved it!,pos
http://www.amazon.com/gp/aw/d/B0087FE01U/ref=aw_cr_item_title,pos
Pretty decent accessory made a great gift,pos
I love it!,pos
Matches my panda and bamboo glasses!,pos
Panda Silcone Jelly Skin.,pos
What do you get the Girl Who Has Everything Panda?,pos
Too Cute,pos
Loved it !!!,pos
Beautiful case. What I expected. Kids love it when they see it.,pos
LOVE IT,pos
Favorite!,pos
Cover,pos
Cute!,pos
So cute!,pos
Just received mine,pos
Adorable,pos
panda case,pos
Cute and worth it,pos
Very nice,pos
LOVEE IT:*,pos
Panda,pos
Beautiful cover!,pos
Cimo S-Line Back Case Flexible TPU Cover for Samsung Galaxy S III S3,pos
Excellent Purchase,pos
Perfectly fits my S3,pos
Great cover,pos
Fits my new Samsung S3 perfectly.,pos
Excellent case for my SIII,pos
Great,pos
Great little case,pos
Great,pos
this case meets my expectations,pos
Sister Loves it,pos
Good choice,pos
case fits great and works as expected,pos
Great case for your white galaxy S3,pos
Great value for the money,pos
Perfect for the white S3,pos
"Perfect fit, not as clear as I hoped",pos
Pretty happy with this case.,pos
Cimo S-Line Covers are the best,pos
Nice TPU,pos
Excellent well fitting case,pos
Nice Case,pos
Fits galaxy s3 i9300,pos
cover,pos
Looks slick,pos
Terrific case!,pos
Very nice,pos
Fits Perfect,pos
Looks Great,pos
Nice,pos
Galaxy S3 Phone Cover,pos
Samsung Galexy S3,pos
Excellent Cover,pos
Great economical case,pos
"Wow, nice!",pos
Very Nice,pos
Great deal,pos
good stuff,pos
Cimo Gloss flexable cover!,pos
"Perfect case, perfect price!",pos
Very nice fit and look,pos
Very good product,pos
Great case,pos
Great Product,pos
"Fantastic, not too bulky, sturdy",pos
One of the best!,pos
good buy,pos
cheap and great,pos
love,pos
Great Case but...,pos
Cimo Flexible Case Galaxy S3,pos
"Awesome - good looking, good protection",pos
Excellent slim line case for the Galaxy S3,pos
Fits like a glove and has a lip to protect screen,pos
Perfect,pos
Great case,pos
new phone case,pos
fits perfectly,pos
"Great Case, Incredible Service",pos
Great case!,pos
Very Cool for a White S III,pos
THIS CASE ROCKS!,pos
"Great Case, I like it in daily use",pos
The best case for my GS3,pos
Great on white Galaxy S3,pos
recomended for the white GS3...,pos
Perfection!,pos
Good choice for a white Galaxy S3,pos
fits great,pos
Nice simple case for my Samsung GS3,pos
Excellent Case for the GSIII,pos
Allows phone to still fit in dock...carefully,pos
Excellent TPU Case,pos
Great ! Fits nicelly.,pos
Yeap what I paid for.,pos
bought two of these!,pos
"Good protection, good grip",pos
Liked it so much,pos
Great product at a good price.,pos
good case,pos
Great,pos
Good Product,pos
"Perfect Fit, Not to slick, not too sticky to hold",pos
Nice Translucent case,pos
Great product,pos
Absolute buy again,pos
Trizmo Anti-Glare and Anti-Fingerprint Screen Protector for Samsung Galaxy..,pos
Great,pos
CHARLIE SEZ,pos
Decent,pos
love it,pos
great for the Price,pos
Anti-glare/fingerprint screen protector for Samsung Galaxy S3,pos
Great,pos
This is a great screen protector,pos
Fits perfect,pos
Perfect fit and very easy to apply! For my Samsung Galaxy S III.,pos
awesome,pos
Great,pos
Fingerprint Screen,pos
A must have!,pos
"Great replacement, but should have been the original!",pos
Great product!,pos
SMH10 vast improvement over SMH5.,pos
Your search for bluetooth communication ends here,pos
Works like a charm,pos
"It just works, unlike other BT systems I tried.",pos
Great product - fast shipping,pos
Amazing product,pos
"Universal, great with music gps or calls, Used with modular helmet",pos
Fabulous!,pos
Elegant case &lt;3,pos
Lovely,pos
Works great!,pos
Works great,pos
Works well. Nice to charge two devices with one cable,pos
Great product,pos
Nice dual port cable,pos
love it,pos
Works better than I expected,pos
iFlash Dual MicroUSB Splitter Charge Cable - Power up to Two Micro USB...,pos
Works great...,pos
Works well for traveling,pos
Work well no issue at all,pos
Good quality,pos
Fits the Samsung Galaxy S3 with or without a slim case,pos
Only leather case I found for extended battery and back,pos
Forced this case to fit my iPhone 5 w/ Candyshell. Worked AMAZINGLY.,pos
i like this and love this case for easy,pos
Great Case,pos
Endorsed by World's Worst Photographer,pos
Very pleased with this smartphone,pos
Great quality phone with amazing camera. Keyboard learning curve.,pos
"One year after released, finally the dream phone it promised to be!",pos
Great,pos
Almost perfect,pos
finally a great rechareable batterry for my android,pos
"Performs like new again, very satisfied.",pos
late delivery but perfect item,pos
great!!!,pos
perfect case!,pos
Galaxy S3 case,pos
57donn,pos
EXCELLENT,pos
Does the Job Perfectly for a fair price,pos
Good product,pos
loved it!,pos
husband loves it,pos
good product,pos
Very nice,pos
okkk,pos
Great Case!,pos
very good case. grippy,pos
Love it,pos
Great,pos
fits just right,pos
"Best Galaxy S3 Case I have found, protective and looks/feels good",pos
Better than Otterbox!!!,pos
This case is the best!,pos
A great case,pos
Love,pos
very strong casw,pos
Rugged and stylish,pos
"Great phone, teenage daughter loves it",pos
"Sleek, responsive 3G Android no-contract phone with fantastic camera",pos
best phone ive ever owned from virgin mobile,pos
Great Buy,pos
Great Prepaid Phone,pos
Reliable; Good Value,pos
Great little phone,pos
Great phone.,pos
Great Little Android Phone,pos
Great phone for its price,pos
For the price an excellent phone,pos
Perfect first smartphone for a newbie like me,pos
Great Mid-Tier Phone,pos
Cool,pos
Excellent phone for Virgin Mobile,pos
My current phone.,pos
My Wife's First Smartphone,pos
"Great phone, great price",pos
As described. Better deal than at retail stores!,pos
usb charger,pos
Samsung galaxy Note i717 Micro Usb Sync Cable,pos
Like,pos
great product,pos
Longer is better!,pos
love,pos
works perfect,pos
Screen protector,pos
Exactly what it says,pos
Best screen cover I've ever bought,pos
Brings your old sound dock to the Bluetooth age,pos
Outstanding.,pos
Convert your iPod dock to a bluetooth dock!,pos
Value for money,pos
Easy to use and works beautifully,pos
I am loving this adapter!!!!,pos
Much better than the CoolStream !!,pos
Perfect for my needs ... With just a little tweaking,pos
love it,pos
I love it!,pos
Quality product,pos
Heavy duty stand,pos
Iphone 5,pos
Good Deal!,pos
Love this,pos
Useful,pos
works for me!,pos
This little sucker works great for me,pos
"360 Degree Swivel Car Windshield Mount Holder Bracket for iPhone 4/4S,...",pos
Good deal,pos
"cheap, simple, functional, compact",pos
great,pos
Very good,pos
"Cheap price, good product",pos
What a nice pro,pos
AMAZING,pos
AWESOME,pos
USB Data & Charger,pos
Looks and works great,pos
Simply the Best,pos
Great buy,pos
Very useful,pos
CHARGE IT,pos
Worked for a long while!,pos
Great quality,pos
flat charging cord,pos
Charger cable,pos
Ideal for teens and the office,pos
This ten-foot long Apple Cable really works,pos
Perfect,pos
Great buy,pos
I love it,pos
Cheap and Works Well,pos
does the job,pos
Works great,pos
Great,pos
good place to do business with,pos
Stays put!,pos
love it,pos
Accessories,pos
Amazing...!!!,pos
Fits phone perfectly,pos
Work Great!,pos
Great produck at a great price!,pos
It works as expected.,pos
okkk,pos
Ecellent!!!,pos
Perfect,pos
I've had it since the summer,pos
Worth Buying,pos
Extended battery w/larger back plate,pos
Light weight and excellent protection.,pos
A Nice Lite Cover,pos
"Perfect fit, great sizing, decent protection, no bulk!",pos
Perfect protection and comfortable!,pos
love this case,pos
"Less grip than expected, but still 5 star worthy",pos
Great Handy slim casing,pos
Great case,pos
Nice Case!,pos
Fantastic case!,pos
Fantastic low profile case,pos
"Fits GREAT, it's my favorite out of the 5 cases I've had on this phone.",pos
Elegant and Nice,pos
"Minimal, sleek and fanastic.",pos
Good and slim,pos
Great for what it is,pos
Very nice cover,pos
Purely the best SLIM case!!!,pos
great..,pos
Works well,pos
Turned out great!,pos
Barely There,pos
best case I've had to date,pos
Sweet and simple,pos
i like this for my galaxy S3,pos
"Good quality, light, perfect fit",pos
Great fit!,pos
BEST CELL PHONE CASE I EVER PURCHASED!,pos
"Slim and Snug, Very well manufactured & Designed",pos
Good,pos
great product,pos
Awesome Case for the Galaxy S3,pos
Awesome Case,pos
wonderful minimal case,pos
Good minimal case. Adds grip without bulk.,pos
Solid product,pos
Strong and sleek,pos
case looks good and works great,pos
Great Case for my S3,pos
slim yet protective!,pos
great product,pos
"Crystal clear, zero bubbles, easy to apply, great feel",pos
Sweet,pos
Great Screen Protector,pos
Better than expected,pos
"Best screen protector ever, but not perfect-my personal experience",pos
Great protection.,pos
....,pos
Great,pos
buy buy buy,pos
It fits the phone and performs as described.,pos
Perfectly matte! Thank you!,pos
"slim, thin, stylish case",pos
Absolutely Perfect for Samsung Galaxy S III,pos
great seller - product well worth it,pos
Another Good Case,pos
Good product,pos
Excellent case,pos
"Cheap, great looking case",pos
Great  case,pos
Protective Case,pos
Great product for smart phones.,pos
the professional flamboyant me,pos
good,pos
Great case,pos
Fits well and appears durable,pos
cute and handy,pos
"Great case, well made.",pos
Finally a cable that pulls a proper 1900mAh!,pos
Perfect for faster charging,pos
Fantastic & Fast,pos
Good Strong Cables,pos
Excellent Seller & Product,pos
This is a good heavy cord for USB Charge Only (Not for Data) . . .,pos
Great Cable,pos
charging only,pos
Works great........,pos
Good length work fine,pos
Worked as Described,pos
Way better than the OEM cable,pos
Works as advertused!,pos
Hands down the best charging-only cable on the market today (and why you may not be currently getting top performance).,pos
Used on Asus Transformer Book T100,pos
This cable works amazingly well!,pos
Excellent 'no data' Cable,pos
Perfect fit and clarity,pos
Solid build and clear to show off iPhone,pos
"Great fit, Excellent company!",pos
So far so good.,pos
Nice case!,pos
Perfect IPhone5 Case,pos
Great Case!,pos
arrived on time,pos
Awesome!,pos
Very good,pos
i luvvitt,pos
Perfect iPhone 5s case,pos
Great case - totally clear hard plastic,pos
Great buy,pos
Charges my Galaxy S2,pos
"Larger than the other ones, but definitely works",pos
Great charger,pos
Works Great - My Second iFlash,pos
Perfect for my iPad and iPhone,pos
So far so good...,pos
awesome,pos
Works fine,pos
Easier to charge multiple things on the go,pos
Cell Phone,pos
I wanted an iPhone,pos
nicenasty,pos
NICE,pos
really cute,pos
adorable.,pos
So freaking cute,pos
Gold Phone Case,pos
great buy!,pos
Not a great deal,pos
Creative,pos
Very cool!,pos
Love it,pos
Love it,pos
Great!!,pos
Cute and Cheap,pos
TOTALLY UNIQUE!,pos
Case,pos
"I love it, and everyone else love it too!!!",pos
Very Pretty,pos
BEAUTIFUL,pos
Compliments galore!,pos
Good case,pos
Just as described,pos
Hollow Pattern case,pos
i looove this,pos
Happy with this product,pos
Great Buy,pos
"Super Sharp Looking , not for Protection..~!~",pos
Awesome Looking Case,pos
Hollow patter case iphone 4 4s,pos
Cute.,pos
"cheap, but adorable",pos
Cutest cover ever!,pos
love,pos
"I love it, sooo cute.",pos
LOVE IT,pos
Favorite,pos
Love,pos
electroplating Hollow Pattern Hard Back Cover for iPhone 4,pos
phone case,pos
LOVE IT,pos
so cool!!,pos
Bling it!,pos
Cute case!,pos
Love it!,pos
cutest case,pos
Electroplating hollow pattern hard case,pos
Love it,pos
Gorgeous,pos
Conversation Piece,pos
Simply Gorge!,pos
I was expecting something stupid.,pos
"Love this case, but not for protection..~!~",pos
Wow,pos
Super super cute,pos
Pretty case,pos
Georgeous!,pos
My sister loves it,pos
loved it,pos
So many compliments!,pos
hollow pattern,pos
Pretty & funtional,pos
Love it,pos
Perfect!!!,pos
LOVE ITTT !!!!!!,pos
I LOVE THIS CASE!!!!!,pos
Case,pos
Five Stars,pos
lovely,pos
Another great product!!,pos
these screen protectors are great!,pos
Great Product!,pos
awesome protectors,pos
Best screen protector ever,pos
Screen protector works great on Samsung S3,pos
awesome,pos
I thought they forgot to put it in the package.,pos
Great and cheap!,pos
The Best Screen protector,pos
Great Product,pos
Great product.,pos
Good protection with no bubbles,pos
High quality !,pos
Great deal,pos
Great,pos
great protectors,pos
Awesome!,pos
Good Protection,pos
Excellent,pos
It works,pos
The best Screens,pos
Perfect,pos
Great protection and easy to install,pos
Follow the instructions - it works,pos
These are terrific!,pos
great,pos
Dust Removal Stickers!!,pos
Best Screen protector ever,pos
More Bang for the buck,pos
Impressive quality!,pos
Keeps phone from being scratched.,pos
A Nice Screen Saver,pos
I love this screen protector.,pos
Really Nice,pos
Purchased for GF... She loves it,pos
Tech Armor Screen Protector,pos
Works for me,pos
Easy application,pos
very good product!,pos
Excellent,pos
good instructions,pos
Well conceived product,pos
Good protection,pos
The best,pos
Dropped it several times and still no damage,pos
wow,pos
Screen Protector,pos
love it,pos
Perfect buy!,pos
works well,pos
Very nice,pos
perf.,pos
I Protected My Screen 4 ever,pos
Excellent screen protection,pos
Nice product,pos
GREAT,pos
Does what it says,pos
Tech Armor Screen Protector,pos
Good Screen Protector,pos
work great,pos
Tech Armor Clear Screen Protectors Galaxy S III,pos
Great Screen,pos
Excellent fit and easy to install,pos
Screen Covers,pos
Can't be easier!,pos
Good screen protector,pos
